Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Country,Continent,Automatic / Manual,A/M digital
audi,a8l,full-size,3.0,6.0,as8,Z,12.6,8.0,10.5,27.0,242.0,germany,europe,A,1
audi,q3,compact,2.0,4.0,as6,Z,12.0,8.2,10.3,27.0,242.0,germany,europe,A,1
audi,q3,compact,2.0,4.0,as6,Z,11.9,8.4,10.3,27.0,243.0,germany,europe,A,1
audi,rs 3,subcompact,2.5,5.0,am7,Z,12.1,8.4,10.4,27.0,243.0,germany,europe,A,1
audi,q5 quattro,suv - small,2.0,4.0,as8,Z,12.0,8.5,10.4,27.0,244.0,germany,europe,A,1
audi,q5 tdi (modified),suv - small,3.0,6.0,as8,D,10.2,7.8,9.0,31.0,244.0,germany,europe,A,1
audi,q5 quattro tdi (modified),suv - small,3.0,6.0,as8,D,10.2,7.8,9.0,31.0,244.0,germany,europe,A,1
audi,s4,compact,3.0,6.0,as8,Z,11.8,8.9,10.5,27.0,245.0,germany,europe,A,1
audi,s5,subcompact,3.0,6.0,as8,Z,11.8,8.9,10.5,27.0,245.0,germany,europe,A,1
audi,s5 sportback,mid-size,3.0,6.0,as8,Z,11.8,8.9,10.5,27.0,245.0,germany,europe,A,1
audi,tt rs,subcompact,2.5,5.0,am7,Z,12.3,8.2,10.5,27.0,245.0,germany,europe,A,1
audi,a8,mid-size,3.0,6.0,as8,Z,12.6,8.0,10.5,27.0,246.0,germany,europe,A,1
audi,a8,mid-size,4.0,8.0,as8,Z,12.9,8.0,10.7,26.0,246.0,germany,europe,A,1
audi,q5,suv - small,2.0,4.0,as8,Z,12.0,8.6,10.5,27.0,246.0,germany,europe,A,1
audi,a8 quattro,mid-size,3.0,6.0,as8,Z,12.6,8.0,10.5,27.0,247.0,germany,europe,A,1
audi,a6 allroad,mid-size,3.0,6.0,am7,Z,11.8,9.1,10.6,27.0,247.0,germany,europe,A,1
audi,rs 3,subcompact,2.5,5.0,am7,Z,12.4,8.4,10.6,27.0,247.0,germany,europe,A,1
audi,a8,full-size,3.0,6.0,as8,Z,12.6,8.0,10.5,27.0,247.0,germany,europe,A,1
audi,q3 quattro,suv - small,2.0,4.0,as8,X,12.3,8.6,10.6,27.0,248.0,germany,europe,A,1
audi,rs 3,subcompact,2.5,5.0,am7,Z,12.4,8.3,10.5,27.0,248.0,germany,europe,A,1
audi,a8,mid-size,4.0,8.0,as8,Z,12.9,8.0,10.7,26.0,249.0,germany,europe,A,1
audi,a8 quattro,mid-size,4.0,8.0,as8,Z,12.9,8.0,10.7,26.0,249.0,germany,europe,A,1
audi,a6 quattro,mid-size,3.0,6.0,as8,Z,12.8,8.6,10.9,26.0,251.0,germany,europe,A,1
audi,s5 cabriolet,subcompact,3.0,6.0,as8,Z,12.1,9.1,10.8,26.0,252.0,germany,europe,A,1
audi,a8l,full-size,3.0,6.0,as8,Z,12.5,8.6,10.8,26.0,252.0,germany,europe,A,1
audi,s5,subcompact,3.0,6.0,am7,Z,13.0,8.5,11.0,26.0,253.0,germany,europe,A,1
audi,a7 quattro,mid-size,3.0,6.0,as8,Z,13.1,8.5,11.0,26.0,253.0,germany,europe,A,1
audi,q7,suv - standard,2.0,4.0,as8,Z,11.9,9.6,10.8,26.0,253.0,germany,europe,A,1
audi,s4,compact,3.0,6.0,am7,Z,13.0,8.5,11.0,26.0,253.0,germany,europe,A,1
audi,a8l quattro,full-size,4.0,8.0,as8,Z,13.1,8.3,10.9,26.0,255.0,germany,europe,A,1
audi,s7,mid-size,2.9,6.0,as8,Z,12.9,8.5,10.9,26.0,255.0,germany,europe,A,1
audi,s6,mid-size,2.9,6.0,as8,Z,12.9,8.5,10.9,26.0,255.0,germany,europe,A,1
audi,a8l,full-size,4.0,8.0,as8,Z,13.1,8.3,10.9,26.0,255.0,germany,europe,A,1
audi,s5 quattro,subcompact,3.0,6.0,am7,Z,13.0,8.5,11.0,26.0,257.0,germany,europe,A,1
audi,s4 quattro,compact,3.0,6.0,am7,Z,13.0,8.5,11.0,26.0,257.0,germany,europe,A,1
audi,q5,suv - small,3.0,6.0,as8,Z,12.9,9.2,11.2,25.0,258.0,germany,europe,A,1
audi,a8,mid-size,3.0,6.0,as8,Z,13.1,8.8,11.2,25.0,258.0,germany,europe,A,1
audi,a8l,full-size,3.0,6.0,as8,Z,13.1,8.8,11.2,25.0,258.0,germany,europe,A,1
audi,a8l,full-size,4.0,8.0,as8,Z,13.2,8.3,11.0,26.0,258.0,germany,europe,A,1
audi,q7,suv - standard,2.0,4.0,as8,Z,12.2,9.5,11.0,26.0,258.0,germany,europe,A,1
audi,s5,subcompact,3.0,6.0,am7,Z,13.0,8.5,11.0,26.0,259.0,germany,europe,A,1
audi,q7,suv - standard,3.0,6.0,as8,Z,12.6,9.4,11.1,25.0,260.0,germany,europe,A,1
audi,rs 5,subcompact,2.9,6.0,am8,Z,12.9,8.9,11.1,25.0,260.0,germany,europe,A,1
audi,a7 quattro,mid-size,3.0,6.0,as8,Z,13.3,8.5,11.2,25.0,262.0,germany,europe,A,1
audi,q5,suv - small,3.0,6.0,as8,Z,13.2,9.2,11.4,25.0,262.0,germany,europe,A,1
audi,s5,subcompact,3.0,6.0,a7,Z,13.2,9.2,11.4,25.0,262.0,germany,europe,A,1
audi,rs 5 coupe,subcompact,2.9,6.0,as8,Z,13.3,8.7,11.3,25.0,262.0,germany,europe,A,1
audi,s4,compact,3.0,6.0,a7,Z,13.2,9.2,11.4,25.0,262.0,germany,europe,A,1
audi,s5 cabriolet,subcompact,3.0,6.0,am7,Z,13.3,9.1,11.4,25.0,262.0,germany,europe,A,1
audi,s6,mid-size,4.0,8.0,am7,Z,13.3,8.8,11.3,25.0,263.0,germany,europe,A,1
audi,s6 quattro,mid-size,4.0,8.0,am7,Z,13.3,8.8,11.3,25.0,263.0,germany,europe,A,1
audi,s7,mid-size,4.0,8.0,am7,Z,13.4,8.8,11.4,25.0,265.0,germany,europe,A,1
audi,s7 quattro,mid-size,4.0,8.0,am7,Z,13.4,8.8,11.4,25.0,265.0,germany,europe,A,1
audi,a8,mid-size,4.0,8.0,as8,Z,13.7,8.3,11.3,25.0,265.0,germany,europe,A,1
audi,s5 cabriolet,subcompact,3.0,6.0,am7,Z,13.3,9.1,11.4,25.0,266.0,germany,europe,A,1
audi,s5 cabriolet quattro,subcompact,3.0,6.0,am7,Z,13.3,9.1,11.4,25.0,266.0,germany,europe,A,1
audi,q5,suv - small,3.0,6.0,as8,Z,13.2,9.2,11.4,25.0,267.0,germany,europe,A,1
audi,a8l,full-size,3.0,6.0,as8,Z,13.5,8.9,11.5,25.0,267.0,germany,europe,A,1
audi,q5 quattro,suv - small,3.0,6.0,as8,Z,13.2,9.2,11.4,25.0,267.0,germany,europe,A,1
audi,s5 cabriolet,subcompact,3.0,6.0,a7,Z,13.3,9.5,11.6,24.0,267.0,germany,europe,A,1
audi,rs 5 sportback,mid-size,2.9,6.0,as8,Z,13.5,9.0,11.5,25.0,268.0,germany,europe,A,1
audi,s7,mid-size,4.0,8.0,am7,Z,14.0,8.7,11.7,24.0,269.0,germany,europe,A,1
audi,s4,compact,3.0,6.0,m6,Z,13.8,9.0,11.7,24.0,269.0,germany,europe,M,0
audi,s5,subcompact,3.0,6.0,m6,Z,13.8,9.0,11.7,24.0,269.0,germany,europe,M,0
audi,s6,mid-size,4.0,8.0,am7,Z,14.0,8.7,11.7,24.0,269.0,germany,europe,A,1
audi,sq5,suv - small,3.0,6.0,am8,Z,12.7,10.0,11.5,25.0,270.0,germany,europe,A,1
audi,sq5,suv - small,3.0,6.0,as8,Z,12.7,10.0,11.5,25.0,270.0,germany,europe,A,1
audi,s5 quattro,subcompact,3.0,6.0,m6,Z,13.8,9.0,11.7,24.0,273.0,germany,europe,M,0
audi,s5,subcompact,3.0,6.0,m6,Z,13.8,9.0,11.7,24.0,273.0,germany,europe,M,0
audi,s4 quattro,compact,3.0,6.0,m6,Z,13.8,9.0,11.7,24.0,273.0,germany,europe,M,0
audi,sq5,suv - small,3.0,6.0,as8,Z,13.1,10.3,11.8,24.0,276.0,germany,europe,A,1
audi,s8,mid-size,4.0,8.0,as8,Z,14.6,8.8,11.9,24.0,281.0,germany,europe,A,1
audi,s7,mid-size,4.0,8.0,a7,Z,14.2,9.7,12.2,23.0,281.0,germany,europe,A,1
audi,s6,mid-size,4.0,8.0,a7,Z,14.2,9.7,12.2,23.0,281.0,germany,europe,A,1
audi,sq5,suv - small,3.0,6.0,as8,Z,14.1,9.9,12.2,23.0,281.0,germany,europe,A,1
audi,s5,subcompact,3.0,6.0,m6,Z,14.6,9.8,12.4,23.0,285.0,germany,europe,M,0
audi,s4,compact,3.0,6.0,m6,Z,14.6,9.8,12.4,23.0,285.0,germany,europe,M,0
audi,sq5 quattro,suv - small,3.0,6.0,as8,Z,14.1,9.9,12.2,23.0,285.0,germany,europe,A,1
audi,sq5,suv - small,3.0,6.0,as8,Z,14.1,9.9,12.2,23.0,285.0,germany,europe,A,1
audi,a8l,full-size,4.0,8.0,as8,Z,14.7,9.7,12.5,23.0,288.0,germany,europe,A,1
audi,a8l,full-size,4.0,8.0,as8,Z,15.1,9.1,12.4,23.0,290.0,germany,europe,A,1
audi,q7 tdi (modified),suv - standard,3.0,6.0,as8,D,12.4,8.7,10.7,26.0,290.0,germany,europe,A,1
audi,a8,full-size,4.0,8.0,as8,Z,15.1,9.1,12.4,23.0,290.0,germany,europe,A,1
audi,sq5,suv - small,3.0,6.0,as8,Z,14.9,10.1,12.7,22.0,292.0,germany,europe,A,1
audi,rs 5,subcompact,4.2,8.0,am7,Z,14.9,10.1,12.8,22.0,294.0,germany,europe,A,1
audi,q8,suv - standard,3.0,6.0,as8,Z,14.0,10.7,12.5,23.0,294.0,germany,europe,A,1
audi,q8,suv - standard,3.0,6.0,as8,Z,13.8,11.4,12.7,22.0,296.0,germany,europe,A,1
audi,q7,suv - standard,3.0,6.0,as8,Z,13.8,11.4,12.7,22.0,296.0,germany,europe,A,1
audi,rs 5 cabriolet,subcompact,4.2,8.0,am7,Z,14.8,10.6,12.9,22.0,297.0,germany,europe,A,1
audi,s6,mid-size,4.0,8.0,am7,Z,15.0,10.0,12.8,22.0,298.0,germany,europe,A,1
audi,s7,mid-size,4.0,8.0,am7,Z,15.0,10.0,12.8,22.0,298.0,germany,europe,A,1
audi,s8,mid-size,4.0,8.0,as8,Z,15.8,9.2,12.8,22.0,300.0,germany,europe,A,1
audi,s8 quattro,mid-size,4.0,8.0,as8,Z,15.7,9.4,12.8,22.0,300.0,germany,europe,A,1
audi,r8,two-seater,5.2,10.0,am7,Z,16.0,9.5,13.1,22.0,304.0,germany,europe,A,1
audi,q7,suv - standard,3.0,6.0,as8,Z,15.1,10.9,13.2,21.0,304.0,germany,europe,A,1
audi,q7,suv - standard,3.0,6.0,as8,Z,15.2,11.0,13.3,21.0,306.0,germany,europe,A,1
audi,rs 5 cabriolet,subcompact,4.2,8.0,a7,Z,15.2,11.3,13.4,21.0,308.0,germany,europe,A,1
audi,a8l,full-size,4.0,8.0,as8,Z,15.4,10.4,13.2,21.0,308.0,germany,europe,A,1
audi,rs 7,mid-size,4.0,8.0,as8,Z,16.2,9.3,13.1,22.0,309.0,germany,europe,A,1
audi,s8,mid-size,4.0,8.0,as8,Z,16.2,9.9,13.4,21.0,312.0,germany,europe,A,1
audi,s8,mid-size,4.0,8.0,as8,Z,16.2,9.9,13.4,21.0,313.0,germany,europe,A,1
audi,rs 7 quattro,mid-size,4.0,8.0,as8,Z,16.6,9.4,13.3,21.0,313.0,germany,europe,A,1
audi,rs 7,mid-size,4.0,8.0,as8,Z,16.6,9.4,13.3,21.0,313.0,germany,europe,A,1
audi,rs 7,mid-size,4.0,8.0,as8,Z,17.0,9.6,13.7,21.0,318.0,germany,europe,A,1
audi,r8,two-seater,4.2,8.0,am7,Z,17.3,10.4,14.2,20.0,327.0,germany,europe,A,1
audi,r8 spyder,two-seater,4.2,8.0,am7,Z,17.3,10.4,14.2,20.0,327.0,germany,europe,A,1
audi,r8 spyder,two-seater,5.2,10.0,am7,Z,16.5,11.2,14.1,20.0,330.0,germany,europe,A,1
audi,r8,two-seater,5.2,10.0,am7,Z,16.5,11.2,14.1,20.0,330.0,germany,europe,A,1
audi,r8,two-seater,4.2,8.0,a7,Z,17.6,11.0,14.6,19.0,336.0,germany,europe,A,1
audi,r8 spyder,two-seater,4.2,8.0,a7,Z,17.6,11.0,14.6,19.0,336.0,germany,europe,A,1
audi,r8 spyder,two-seater,5.2,10.0,am7,Z,17.1,11.3,14.5,19.0,338.0,germany,europe,A,1
audi,r8 quattro,two-seater,5.2,10.0,am7,Z,17.1,11.3,14.5,19.0,338.0,germany,europe,A,1
audi,s8,full-size,4.0,8.0,as8,Z,17.6,10.7,14.5,19.0,339.0,germany,europe,A,1
audi,a8l quattro,full-size,6.3,12.0,as8,Z,17.8,10.8,14.6,19.0,344.0,germany,europe,A,1
audi,a8l,full-size,6.3,12.0,as8,Z,17.8,10.8,14.6,19.0,344.0,germany,europe,A,1
audi,r8,two-seater,5.2,10.0,a7,Z,18.2,10.6,14.8,19.0,347.0,germany,europe,A,1
audi,r8,two-seater,5.2,10.0,am7,Z,18.2,10.6,14.8,19.0,347.0,germany,europe,A,1
audi,r8 spyder,two-seater,5.2,10.0,am7,Z,18.2,10.6,14.8,19.0,347.0,germany,europe,A,1
audi,r8 spyder,two-seater,5.2,10.0,am7,Z,17.5,11.7,14.9,19.0,347.0,germany,europe,A,1
audi,r8 coupe,two-seater,5.2,10.0,am7,Z,17.5,11.7,14.9,19.0,347.0,germany,europe,A,1
audi,r8 spyder,two-seater,5.2,10.0,a7,Z,18.2,10.6,14.8,19.0,347.0,germany,europe,A,1
audi,a8l,full-size,6.3,12.0,as8,Z,18.7,11.5,15.5,18.0,363.0,germany,europe,A,1
audi,r8 spyder,two-seater,5.2,10.0,m6,Z,19.9,12.0,16.4,17.0,377.0,germany,europe,M,0
audi,r8,two-seater,5.2,10.0,m6,Z,19.9,12.0,16.4,17.0,377.0,germany,europe,M,0
audi,r8,two-seater,4.2,8.0,m6,Z,20.5,11.7,16.6,17.0,382.0,germany,europe,M,0
audi,r8 spyder,two-seater,4.2,8.0,m6,Z,20.5,11.7,16.6,17.0,382.0,germany,europe,M,0
audi,r8 spyder,two-seater,4.2,8.0,m6,Z,21.2,13.4,17.7,16.0,407.0,germany,europe,M,0
audi,r8,two-seater,4.2,8.0,m6,Z,21.2,13.4,17.7,16.0,407.0,germany,europe,M,0
audi,r8,two-seater,5.2,10.0,m6,Z,21.1,13.8,17.8,16.0,409.0,germany,europe,M,0
audi,r8 spyder,two-seater,5.2,10.0,m6,Z,21.1,13.8,17.8,16.0,409.0,germany,europe,M,0
bentley,continental gt,compact,4.0,8.0,am8,Z,15.1,9.1,12.4,23.0,291.0,great britain,europe,A,1
bentley,continental gt convertible,subcompact,4.0,8.0,am8,Z,15.1,9.1,12.4,23.0,291.0,great britain,europe,A,1
bentley,continental gt,compact,4.0,8.0,as8,Z,16.1,9.4,13.1,22.0,307.0,great britain,europe,A,1
bentley,continental gt,subcompact,4.0,8.0,as8,Z,16.3,9.8,13.4,21.0,314.0,great britain,europe,A,1
bentley,bentayga,suv - standard,4.0,8.0,as8,Z,16.4,10.1,13.6,21.0,315.0,great britain,europe,A,1
bentley,flying spur,mid-size,4.0,8.0,as8,Z,17.0,9.9,13.8,20.0,321.0,great britain,europe,A,1
bentley,continental gt3-r,two-seater,4.0,8.0,as8,Z,17.6,10.1,14.2,20.0,327.0,great britain,europe,A,1
bentley,continental gtc,subcompact,4.0,8.0,as8,Z,17.4,10.2,14.2,20.0,332.0,great britain,europe,A,1
bentley,flying spur,mid-size,4.0,8.0,as8,Z,17.7,10.0,14.2,20.0,334.0,great britain,europe,A,1
bentley,continental gt convertible,subcompact,4.0,8.0,as8,Z,17.7,10.3,14.4,20.0,337.0,great britain,europe,A,1
bentley,flying spur,mid-size,4.0,8.0,as8,Z,18.8,10.7,15.1,19.0,353.0,great britain,europe,A,1
bentley,continental gt,compact,6.0,12.0,as8,Z,18.9,11.2,15.4,18.0,354.0,great britain,europe,A,1
bentley,continental gt,subcompact,6.0,12.0,as8,Z,18.8,11.5,15.5,18.0,356.0,great britain,europe,A,1
bentley,continental gt,compact,6.0,12.0,as8,Z,18.9,11.2,15.4,18.0,360.0,great britain,europe,A,1
bentley,continental gt,compact,6.0,12.0,am8,Z,19.0,11.6,15.7,18.0,364.0,great britain,europe,A,1
bentley,continental gt convertible,subcompact,6.0,12.0,as8,Z,19.6,11.7,16.0,18.0,368.0,great britain,europe,A,1
bentley,bentayga,suv - standard,6.0,12.0,as8,Z,18.8,12.2,15.9,18.0,370.0,great britain,europe,A,1
bentley,continental gt convertible,subcompact,6.0,12.0,am8,Z,19.2,12.2,16.0,18.0,373.0,great britain,europe,A,1
bentley,flying spur,mid-size,6.0,12.0,am8,Z,19.2,12.2,16.0,18.0,373.0,great britain,europe,A,1
bentley,continental gt convertible,subcompact,6.0,12.0,as8,Z,19.6,11.7,16.0,18.0,375.0,great britain,europe,A,1
bentley,flying spur,mid-size,6.0,12.0,as8,Z,19.6,11.7,16.0,18.0,375.0,great britain,europe,A,1
bentley,continental gtc,subcompact,6.0,12.0,as8,Z,20.0,12.2,16.5,17.0,380.0,great britain,europe,A,1
bentley,continental gt speed convertible,subcompact,6.0,12.0,as8,Z,20.0,12.2,16.5,17.0,380.0,great britain,europe,A,1
bentley,flying spur,mid-size,6.0,12.0,as8,Z,20.3,11.9,16.5,17.0,388.0,great britain,europe,A,1
bentley,continental supersports,compact,6.0,12.0,as8,Z,20.4,12.0,16.6,17.0,389.0,great britain,europe,A,1
bentley,continental gt convertible,compact,6.0,12.0,as8,Z,20.4,12.0,16.6,17.0,389.0,great britain,europe,A,1
bentley,flying spur,mid-size,6.0,12.0,as8,Z,20.4,12.0,16.6,17.0,389.0,great britain,europe,A,1
bentley,bentayga,suv - standard,6.0,12.0,as8,Z,20.0,13.8,17.2,16.0,401.0,great britain,europe,A,1
bentley,mulsanne,mid-size,6.8,8.0,as8,Z,20.9,13.0,17.3,16.0,405.0,great britain,europe,A,1
bentley,mulsanne,mid-size,6.8,8.0,as8,Z,21.3,12.8,17.5,16.0,407.0,great britain,europe,A,1
bentley,mulsanne,mid-size,6.8,8.0,as8,Z,21.0,13.1,17.5,16.0,408.0,great britain,europe,A,1
bentley,mulsanne,mid-size,6.8,8.0,as8,Z,22.3,13.3,18.2,16.0,419.0,great britain,europe,A,1
bentley,mulsanne ewb,mid-size,6.8,8.0,as8,Z,22.2,13.6,18.3,15.0,430.0,great britain,europe,A,1
bentley,mulsanne,mid-size,6.8,8.0,as8,Z,22.3,14.9,19.0,15.0,437.0,great britain,europe,A,1
bentley,mulsanne,mid-size,6.8,8.0,as8,Z,24.5,14.4,20.0,14.0,465.0,great britain,europe,A,1
bmw,328d xdrive sedan,compact,2.0,4.0,as8,D,7.6,5.5,6.7,42.0,181.0,germany,europe,A,1
bmw,328d xdrive touring,station wagon - small,2.0,4.0,as8,D,7.6,5.5,6.7,42.0,181.0,germany,europe,A,1
bmw,328d xdrive,compact,2.0,4.0,a8,D,7.6,5.5,6.7,42.0,181.0,germany,europe,A,1
bmw,328d xdrive touring,station wagon - small,2.0,4.0,a8,D,7.6,5.5,6.7,42.0,181.0,germany,europe,A,1
bmw,328d xdrive touring,station wagon - small,2.0,4.0,as8,D,7.7,5.7,6.8,42.0,183.0,germany,europe,A,1
bmw,340i,compact,3.0,6.0,as8,Z,9.2,6.2,7.8,36.0,183.0,germany,europe,A,1
bmw,440i coupe,compact,3.0,6.0,as8,Z,9.2,6.2,7.8,36.0,183.0,germany,europe,A,1
bmw,328d xdrive,compact,2.0,4.0,as8,D,7.7,5.7,6.8,42.0,183.0,germany,europe,A,1
bmw,328d xdrive touring,station wagon - small,2.0,4.0,as8,D,7.8,5.9,7.0,40.0,184.0,germany,europe,A,1
bmw,328d xdrive,compact,2.0,4.0,as8,D,7.8,5.9,7.0,40.0,184.0,germany,europe,A,1
bmw,328d xdrive touring,station wagon - small,2.0,4.0,as8,D,7.9,5.9,7.0,40.0,189.0,germany,europe,A,1
bmw,328d xdrive,compact,2.0,4.0,as8,D,7.9,5.9,7.0,40.0,189.0,germany,europe,A,1
bmw,activehybrid 3,compact,3.0,6.0,a8,Z,9.2,7.1,8.3,34.0,191.0,germany,europe,A,1
bmw,228i coupe,subcompact,2.0,4.0,as8,Z,10.0,6.5,8.4,34.0,193.0,germany,europe,A,1
bmw,428i coupe,compact,2.0,4.0,as8,Z,10.0,6.5,8.4,34.0,193.0,germany,europe,A,1
bmw,320i,compact,2.0,4.0,a8,Z,10.0,6.5,8.4,34.0,193.0,germany,europe,A,1
bmw,328i sedan,compact,2.0,4.0,as8,Z,10.0,6.5,8.4,34.0,193.0,germany,europe,A,1
bmw,320i sedan,compact,2.0,4.0,as8,Z,10.0,6.5,8.4,34.0,193.0,germany,europe,A,1
bmw,328i,compact,2.0,4.0,a8,Z,10.0,6.5,8.4,34.0,193.0,germany,europe,A,1
bmw,330i xdrive,compact,2.0,4.0,as8,Z,9.5,6.9,8.3,34.0,194.0,germany,europe,A,1
bmw,330i xdrive sedan,compact,2.0,4.0,as8,Z,9.5,6.9,8.3,34.0,195.0,germany,europe,A,1
bmw,228i,subcompact,2.0,4.0,as8,Z,9.9,6.5,8.4,34.0,197.0,germany,europe,A,1
bmw,320i,compact,2.0,4.0,as8,Z,9.9,6.5,8.4,34.0,197.0,germany,europe,A,1
bmw,428i coupe,compact,2.0,4.0,as8,Z,9.9,6.5,8.4,34.0,197.0,germany,europe,A,1
bmw,230i coupe,subcompact,2.0,4.0,as8,Z,9.8,6.8,8.4,34.0,197.0,germany,europe,A,1
bmw,428i coupe,compact,2.0,4.0,m6,Z,10.4,6.7,8.7,32.0,200.0,germany,europe,M,0
bmw,activehybrid 3,compact,3.0,6.0,as8,Z,9.7,7.5,8.7,32.0,200.0,germany,europe,A,1
bmw,320i xdrive sedan,compact,2.0,4.0,as8,Z,10.3,6.7,8.7,32.0,200.0,germany,europe,A,1
bmw,230i coupe,subcompact,2.0,4.0,as8,Z,9.5,7.4,8.5,33.0,200.0,germany,europe,A,1
bmw,z4 sdrive30i,two-seater,2.0,4.0,as8,Z,9.5,7.4,8.5,33.0,200.0,germany,europe,A,1
bmw,320i,compact,2.0,4.0,as8,Z,10.0,6.5,8.4,34.0,200.0,germany,europe,A,1
bmw,328i,compact,2.0,4.0,m6,Z,10.4,6.7,8.7,32.0,200.0,germany,europe,M,0
bmw,228i xdrive coupe,subcompact,2.0,4.0,as8,Z,10.3,6.7,8.7,32.0,200.0,germany,europe,A,1
bmw,320i,compact,2.0,4.0,m6,Z,10.4,6.7,8.7,32.0,200.0,germany,europe,M,0
bmw,z4 sdrive28i,two-seater,2.0,4.0,m6,Z,10.4,6.7,8.7,32.0,200.0,germany,europe,M,0
bmw,230i xdrive coupe,subcompact,2.0,4.0,as8,Z,9.9,7.1,8.6,33.0,202.0,germany,europe,A,1
bmw,320i xdrive,compact,2.0,4.0,a8,Z,10.2,7.0,8.8,32.0,202.0,germany,europe,A,1
bmw,528i,mid-size,2.0,4.0,a8,Z,10.2,7.0,8.8,32.0,202.0,germany,europe,A,1
bmw,320i,compact,2.0,4.0,m6,Z,10.2,6.7,8.6,33.0,202.0,germany,europe,M,0
bmw,430i coupe,compact,2.0,4.0,as8,Z,10.1,7.0,8.7,32.0,204.0,germany,europe,A,1
bmw,230i cabriolet,subcompact,2.0,4.0,as8,Z,10.1,7.0,8.7,32.0,204.0,germany,europe,A,1
bmw,228i cabriolet,subcompact,2.0,4.0,as8,Z,10.4,7.1,8.9,32.0,205.0,germany,europe,A,1
bmw,528i sedan,mid-size,2.0,4.0,as8,Z,10.4,7.1,8.9,32.0,205.0,germany,europe,A,1
bmw,428i cabriolet,subcompact,2.0,4.0,as8,Z,10.4,7.1,8.9,32.0,205.0,germany,europe,A,1
bmw,428i gran coupe,compact,2.0,4.0,as8,Z,10.4,7.1,8.9,32.0,205.0,germany,europe,A,1
bmw,530i xdrive sedan,mid-size,2.0,4.0,as8,Z,9.9,7.5,8.8,32.0,206.0,germany,europe,A,1
bmw,320i xdrive,compact,2.0,4.0,as8,Z,10.3,6.9,8.8,32.0,206.0,germany,europe,A,1
bmw,x2 xdrive28i,suv - small,2.0,4.0,as8,Z,9.9,7.6,8.8,32.0,207.0,germany,europe,A,1
bmw,228i xdrive,subcompact,2.0,4.0,as8,Z,10.4,6.8,8.8,32.0,207.0,germany,europe,A,1
bmw,530i xdrive,mid-size,2.0,4.0,as8,Z,10.2,7.2,8.8,32.0,207.0,germany,europe,A,1
bmw,430i xdrive gran coupe,compact,2.0,4.0,as8,Z,10.2,7.2,8.8,32.0,207.0,germany,europe,A,1
bmw,430i xdrive coupe,compact,2.0,4.0,as8,Z,10.2,7.2,8.8,32.0,207.0,germany,europe,A,1
bmw,330i xdrive touring,station wagon - small,2.0,4.0,as8,Z,10.2,7.2,8.8,32.0,207.0,germany,europe,A,1
bmw,228i coupe,subcompact,2.0,4.0,m6,Z,10.7,6.9,9.0,31.0,207.0,germany,europe,M,0
bmw,320i xdrive,compact,2.0,4.0,as8,Z,10.4,6.8,8.8,32.0,207.0,germany,europe,A,1
bmw,320i sedan,compact,2.0,4.0,m6,Z,10.7,6.9,9.0,31.0,207.0,germany,europe,M,0
bmw,428i gran coupe,compact,2.0,4.0,m6,Z,10.9,6.8,9.0,31.0,207.0,germany,europe,M,0
bmw,428i coupe,compact,2.0,4.0,m6,Z,10.7,6.9,9.0,31.0,207.0,germany,europe,M,0
bmw,328i sedan,compact,2.0,4.0,m6,Z,10.7,6.9,9.0,31.0,207.0,germany,europe,M,0
bmw,z4 sdrive28i,two-seater,2.0,4.0,m6,Z,10.7,6.9,9.0,31.0,207.0,germany,europe,M,0
bmw,230i cabriolet,subcompact,2.0,4.0,as8,Z,10.0,7.2,8.7,32.0,207.0,germany,europe,A,1
bmw,330i xdrive gran turismo,full-size,2.0,4.0,as8,Z,10.2,7.2,8.8,32.0,207.0,germany,europe,A,1
bmw,230i xdrive cabriolet,subcompact,2.0,4.0,as8,Z,10.2,7.2,8.8,32.0,207.0,germany,europe,A,1
bmw,330i xdrive touring,station wagon - small,2.0,4.0,as8,Z,10.2,7.2,8.9,32.0,208.0,germany,europe,A,1
bmw,430i xdrive coupe,compact,2.0,4.0,as8,Z,10.2,7.2,8.9,32.0,208.0,germany,europe,A,1
bmw,430i xdrive gran coupe,compact,2.0,4.0,as8,Z,10.2,7.2,8.9,32.0,208.0,germany,europe,A,1
bmw,330i xdrive gran turismo,full-size,2.0,4.0,as8,Z,10.2,7.2,8.9,32.0,208.0,germany,europe,A,1
bmw,530i xdrive,mid-size,2.0,4.0,as8,Z,10.2,7.2,8.9,32.0,208.0,germany,europe,A,1
bmw,330i xdrive,compact,2.0,4.0,as8,Z,10.2,7.2,8.9,32.0,208.0,germany,europe,A,1
bmw,230i xdrive cabriolet,subcompact,2.0,4.0,as8,Z,10.2,7.2,8.9,32.0,208.0,germany,europe,A,1
bmw,x1 xdrive28i,suv - small,2.0,4.0,as8,Z,10.6,7.2,9.1,31.0,209.0,germany,europe,A,1
bmw,428i xdrive gran coupe,compact,2.0,4.0,as8,Z,10.5,6.9,8.9,32.0,209.0,germany,europe,A,1
bmw,428i xdrive coupe,compact,2.0,4.0,as8,Z,10.5,6.9,8.9,32.0,209.0,germany,europe,A,1
