Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
LAND ROVER,Range Rover Velar P300,SUV - SMALL,2.0,4.0,AS8,premium gasoline,11.7,9.2,10.6,27.0,248.0
LAND ROVER,Range Rover Velar P380,SUV - SMALL,3.0,6.0,AS8,premium gasoline,13.0,10.0,11.6,24.0,273.0
LEXUS,ES 300h,MID-SIZE,2.5,4.0,AV6,regular gasoline,5.5,5.2,5.3,53.0,124.0
LEXUS,ES 350,MID-SIZE,3.5,6.0,AS8,regular gasoline,10.6,7.2,9.1,31.0,211.0
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6.0,AS8,regular gasoline,10.9,7.5,9.4,30.0,219.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6.0,AS6,premium gasoline,12.3,9.1,10.9,26.0,254.0
LEXUS,IS 300,COMPACT,2.0,4.0,AS8,premium gasoline,11.0,7.6,9.5,30.0,220.0
LEXUS,LC 500,SUBCOMPACT,5.0,8.0,AS10,premium gasoline,15.1,9.5,12.6,22.0,294.0
LEXUS,LC 500h,SUBCOMPACT,3.5,6.0,AV10,premium gasoline,9.0,7.1,8.1,35.0,189.0
LEXUS,LS 500 AWD,MID-SIZE,3.4,6.0,AS10,premium gasoline,13.1,8.7,11.1,25.0,261.0
LEXUS,LS 500h AWD,MID-SIZE,3.5,6.0,AV10,premium gasoline,10.3,7.7,9.1,31.0,214.0
LEXUS,NX 300 AWD,SUV - SMALL,2.0,4.0,AS6,premium gasoline,10.7,8.5,9.7,29.0,226.0
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6.0,AV6,premium gasoline,8.1,8.4,8.1,35.0,190.0
LEXUS,UX 200,MID-SIZE,2.0,4.0,AS10,regular gasoline,8.0,6.3,7.2,39.0,168.0
LEXUS,UX 250h,COMPACT,2.0,4.0,AV6,regular gasoline,5.5,5.7,5.6,50.0,130.0
LEXUS,UX 250h AWD,COMPACT,2.0,4.0,AV6,regular gasoline,5.7,6.2,6.0,47.0,140.0
LINCOLN,Continental AWD,FULL-SIZE,2.7,6.0,AS6,regular gasoline,14.0,9.4,12.0,24.0,281.0
LINCOLN,Continental AWD,FULL-SIZE,3.0,6.0,AS6,regular gasoline,14.5,9.8,12.3,23.0,289.0
LINCOLN,Continental AWD,FULL-SIZE,3.7,6.0,AS6,regular gasoline,14.3,9.7,12.2,23.0,287.0
LINCOLN,MKC AWD,SUV - SMALL,2.0,4.0,AS6,regular gasoline,12.3,9.3,11.0,26.0,257.0
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4.0,AS6,regular gasoline,12.2,9.3,10.9,26.0,256.0
LINCOLN,MKC AWD,SUV - SMALL,2.3,4.0,AS6,regular gasoline,13.1,9.5,11.5,25.0,270.0
LINCOLN,MKT Livery AWD,SPECIAL PURPOSE VEHICLE,3.7,6.0,A6,regular gasoline,14.7,10.3,12.7,22.0,297.0
LINCOLN,MKZ AWD,MID-SIZE,2.0,4.0,AS6,regular gasoline,12.1,8.4,10.4,27.0,245.0
LINCOLN,MKZ Hybrid,MID-SIZE,2.0,4.0,AV,regular gasoline,5.7,6.2,5.9,48.0,139.0
LINCOLN,Nautilus,SUV - SMALL,2.0,4.0,AS8,regular gasoline,12.0,9.6,10.7,26.0,250.0
LINCOLN,Nautilus,SUV - SMALL,2.7,6.0,AS8,regular gasoline,12.6,9.2,11.0,26.0,259.0
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6.0,AS10,regular gasoline,15.0,11.4,13.4,21.0,314.0
MASERATI,Ghibli,MID-SIZE,3.0,6.0,AS8,premium gasoline,14.1,9.8,12.2,23.0,286.0
MASERATI,Ghibli S,MID-SIZE,3.0,6.0,AS8,premium gasoline,14.7,9.9,12.6,22.0,295.0
MASERATI,Ghibli SQ4,MID-SIZE,3.0,6.0,AS8,premium gasoline,14.7,9.9,12.6,22.0,295.0
MASERATI,GranTurismo Convertible,SUBCOMPACT,4.7,8.0,AS6,premium gasoline,17.8,11.6,15.0,19.0,354.0
MASERATI,Levante,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,15.9,11.1,13.7,21.0,324.0
MASERATI,Levante S,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,16.1,11.4,14.0,20.0,330.0
MASERATI,Levante GTS,SUV - STANDARD,3.8,8.0,AS8,premium gasoline,17.9,12.9,15.3,18.0,360.0
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8.0,AS8,premium gasoline,17.9,12.9,15.3,18.0,360.0
MASERATI,Quattroporte S,FULL-SIZE,3.0,6.0,AS8,premium gasoline,15.1,10.3,12.8,22.0,299.0
MASERATI,Quattroporte SQ4,FULL-SIZE,3.0,6.0,AS8,premium gasoline,15.0,10.3,12.8,22.0,301.0
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8.0,AS8,premium gasoline,16.0,10.8,13.7,21.0,321.0
MAZDA,CX-3,COMPACT,2.0,4.0,AS6,regular gasoline,8.3,6.9,7.7,37.0,179.0
MAZDA,CX-3,COMPACT,2.0,4.0,M6,regular gasoline,8.8,7.0,8.0,35.0,186.0
MAZDA,CX-3 4WD,COMPACT,2.0,4.0,AS6,regular gasoline,8.6,7.4,8.1,35.0,189.0
MAZDA,CX-5,SUV - SMALL,2.0,4.0,M6,regular gasoline,9.7,7.7,8.8,32.0,206.0
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4.0,AS6,regular gasoline,10.8,8.7,9.8,29.0,230.0
MAZDA,CX-5 Diesel 4WD,SUV - SMALL,2.2,4.0,AS6,diesel,8.9,7.9,8.4,34.0,227.0
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4.0,AS6,regular gasoline,11.6,9.1,10.5,27.0,244.0
MAZDA,Mazda3 4-Door,COMPACT,2.0,4.0,AS6,regular gasoline,8.4,6.6,7.6,37.0,178.0
MAZDA,Mazda3 4-Door (SIL),COMPACT,2.0,4.0,M6,regular gasoline,8.7,6.4,7.7,37.0,180.0
MAZDA,Mazda3 4-Door,COMPACT,2.5,4.0,AS6,regular gasoline,8.8,6.4,7.7,37.0,181.0
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4.0,AS6,regular gasoline,8.8,6.6,7.8,36.0,183.0
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4.0,AS6,regular gasoline,9.2,7.0,8.2,34.0,192.0
MAZDA,Mazda3 5-Door,MID-SIZE,2.0,4.0,AS6,regular gasoline,8.6,6.7,7.7,37.0,181.0
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2.0,4.0,M6,regular gasoline,8.7,6.6,7.8,36.0,181.0
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4.0,AS6,regular gasoline,9.0,6.8,8.0,35.0,187.0
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4.0,M6,regular gasoline,9.2,6.6,8.1,35.0,189.0
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4.0,AS6,regular gasoline,9.8,7.4,8.7,32.0,204.0
MAZDA,Mazda6,MID-SIZE,2.5,4.0,AS6,regular gasoline,9.1,6.7,8.0,35.0,187.0
MAZDA,Mazda6 Turbo,MID-SIZE,2.5,4.0,AS6,regular gasoline,10.0,7.5,8.9,32.0,208.0
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,premium gasoline,9.0,6.6,7.9,36.0,186.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4.0,M6,premium gasoline,9.0,7.0,8.1,35.0,189.0
MERCEDES-BENZ,A 220,SUBCOMPACT,2.0,4.0,AM7,premium gasoline,9.7,6.8,8.4,34.0,195.0
MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2.0,4.0,AM7,premium gasoline,9.6,7.1,8.5,33.0,199.0
MERCEDES-BENZ,A 250,STATION WAGON - SMALL,2.0,4.0,AM7,premium gasoline,9.4,6.8,8.3,34.0,192.0
MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2.0,4.0,AM7,premium gasoline,9.9,7.0,8.6,33.0,201.0
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6.0,A9,premium gasoline,12.4,8.7,10.7,26.0,253.0
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3.0,6.0,A9,premium gasoline,12.7,9.2,11.2,25.0,263.0
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3.0,6.0,A9,premium gasoline,12.9,8.8,11.1,25.0,255.0
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3.0,6.0,A9,premium gasoline,12.4,8.9,10.8,26.0,255.0
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8.0,A9,premium gasoline,13.2,8.7,11.2,25.0,263.0
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8.0,A9,premium gasoline,13.2,8.7,11.2,25.0,263.0
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4.0,8.0,A9,premium gasoline,13.9,9.7,12.0,24.0,282.0
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4.0,8.0,A9,premium gasoline,13.9,9.2,11.8,24.0,277.0
MERCEDES-BENZ,AMG CLA 45 4MATIC,MINICOMPACT,2.0,4.0,AM7,premium gasoline,10.3,7.9,9.2,31.0,217.0
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3.0,6.0,A9,premium gasoline,12.4,8.7,10.7,26.0,235.0
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6.0,A9,premium gasoline,11.2,8.3,9.9,29.0,232.0
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3.0,6.0,A9,premium gasoline,12.5,9.0,10.9,26.0,245.0
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3.0,6.0,A9,premium gasoline,12.3,8.5,10.6,27.0,237.0
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3.0,6.0,A9,premium gasoline,11.5,8.6,10.2,28.0,239.0
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8.0,A9,premium gasoline,16.0,10.5,13.5,21.0,318.0
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4.0,8.0,A9,premium gasoline,14.6,10.4,12.7,22.0,299.0
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4.0,8.0,A9,premium gasoline,18.1,15.6,17.0,17.0,396.0
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3.0,6.0,A9,premium gasoline,12.5,9.6,11.2,25.0,262.0
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV - SMALL,3.0,6.0,A9,premium gasoline,12.6,9.7,11.3,25.0,265.0
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4.0,8.0,A9,premium gasoline,15.0,10.9,13.2,21.0,309.0
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4.0,8.0,A9,premium gasoline,15.0,10.9,13.2,21.0,309.0
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6.0,A9,premium gasoline,14.0,10.6,12.4,23.0,292.0
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3.0,6.0,A9,premium gasoline,14.1,10.9,12.6,22.0,297.0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8.0,A7,premium gasoline,17.7,13.4,15.8,18.0,370.0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,SUV - STANDARD,4.7,8.0,A7,premium gasoline,17.2,12.8,15.2,19.0,357.0
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,4.7,8.0,A7,premium gasoline,17.8,13.2,15.7,18.0,370.0
MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,COMPACT,3.0,6.0,A9,premium gasoline,12.4,9.8,11.2,25.0,264.0
MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,COMPACT,4.0,8.0,A9,premium gasoline,15.5,11.5,13.7,21.0,323.0
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4.0,8.0,A9,premium gasoline,15.6,11.5,13.7,21.0,324.0
MERCEDES-BENZ,AMG GT C Coupe,TWO-SEATER,4.0,8.0,AM7,premium gasoline,15.3,11.4,13.5,21.0,315.0
MERCEDES-BENZ,AMG GT C Roadster,TWO-SEATER,4.0,8.0,AM7,premium gasoline,15.2,11.4,13.5,21.0,315.0
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4.0,8.0,AM7,premium gasoline,15.9,11.8,14.0,20.0,327.0
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4.0,8.0,A9,premium gasoline,14.1,8.9,11.8,24.0,275.0
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4.0,8.0,A9,premium gasoline,15.8,9.8,13.1,22.0,306.0
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4.0,8.0,A9,premium gasoline,14.0,8.7,11.6,24.0,271.0
MERCEDES-BENZ,AMG S 65 Cabriolet,SUBCOMPACT,6.0,12.0,A9,premium gasoline,17.1,11.0,14.3,20.0,337.0
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6.0,12.0,A9,premium gasoline,17.6,11.0,14.6,19.0,343.0
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8.0,A7,premium gasoline,15.3,10.2,13.0,22.0,303.0
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6.0,A9,premium gasoline,11.8,8.2,10.2,28.0,238.0
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4.0,AM7,premium gasoline,9.8,6.8,8.4,34.0,196.0
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4.0,AM7,premium gasoline,10.3,7.8,9.1,31.0,215.0
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4.0,A9,premium gasoline,11.0,7.3,9.4,30.0,219.0
MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2.0,4.0,A9,premium gasoline,11.3,8.1,9.9,29.0,231.0
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2.0,4.0,A9,premium gasoline,10.9,7.7,9.5,30.0,221.0
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2.0,4.0,A9,premium gasoline,10.9,7.7,9.5,30.0,221.0
MERCEDES-BENZ,CLA 250,MINICOMPACT,2.0,4.0,AM7,premium gasoline,9.6,6.6,8.2,34.0,193.0
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2.0,4.0,AM7,premium gasoline,9.9,7.3,8.7,32.0,204.0
MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3.0,6.0,A9,premium gasoline,11.3,7.9,9.8,29.0,213.0
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4.0,A9,premium gasoline,11.0,8.1,9.7,29.0,228.0
MERCEDES-BENZ,E 450 4MATIC,MID-SIZE,3.0,6.0,A9,premium gasoline,11.8,8.5,10.3,27.0,244.0
MERCEDES-BENZ,E 450 4MATIC Cabriolet,SUBCOMPACT,3.0,6.0,A9,premium gasoline,12.7,10.1,11.6,24.0,271.0
MERCEDES-BENZ,E 450 4MATIC Coupe,SUBCOMPACT,3.0,6.0,A9,premium gasoline,12.5,9.1,11.0,26.0,257.0
MERCEDES-BENZ,E 450 4MATIC Wagon,STATION WAGON - MID-SIZE,3.0,6.0,A9,premium gasoline,12.3,8.9,10.8,26.0,254.0
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8.0,A9,premium gasoline,18.0,14.1,16.3,17.0,378.0
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4.0,A9,premium gasoline,11.0,8.7,10.0,28.0,234.0
MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV - SMALL,2.0,4.0,A9,premium gasoline,10.8,9.0,10.0,28.0,234.0
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6.0,A9,premium gasoline,14.9,11.2,13.2,21.0,312.0
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8.0,A9,premium gasoline,17.2,12.6,15.1,19.0,355.0
MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4.0,8.0,A9,premium gasoline,14.4,9.5,12.2,23.0,286.0
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6.0,12.0,A7,premium gasoline,18.4,11.1,15.1,19.0,355.0
MERCEDES-BENZ,Metris Cargo,SPECIAL PURPOSE VEHICLE,2.0,4.0,A7,premium gasoline,11.5,9.8,10.7,26.0,251.0
MERCEDES-BENZ,Metris Cargo LWB,SPECIAL PURPOSE VEHICLE,2.0,4.0,A7,premium gasoline,11.3,9.6,10.5,27.0,248.0
MERCEDES-BENZ,Metris Passenger,SPECIAL PURPOSE VEHICLE,2.0,4.0,A7,premium gasoline,12.3,10.3,11.4,25.0,268.0
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6.0,A9,premium gasoline,12.8,8.5,10.8,26.0,253.0
MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4.0,8.0,A9,premium gasoline,13.8,9.2,11.7,24.0,275.0
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8.0,A9,premium gasoline,13.5,8.6,11.3,25.0,265.0
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6.0,A9,premium gasoline,11.8,8.5,10.3,27.0,241.0
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8.0,A9,premium gasoline,13.5,9.3,11.6,24.0,270.0
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4.0,A9,premium gasoline,10.0,7.3,8.8,32.0,205.0
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3.0,AS6,premium gasoline,8.8,6.8,7.9,36.0,184.0
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3.0,M6,premium gasoline,8.5,6.2,7.5,38.0,175.0
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3.0,AS6,premium gasoline,8.8,6.8,7.9,36.0,184.0
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3.0,M6,premium gasoline,8.4,6.3,7.5,38.0,175.0
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3.0,AS8,premium gasoline,10.2,7.6,9.0,31.0,212.0
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3.0,M6,premium gasoline,10.5,7.4,9.1,31.0,214.0
MINI,Cooper Convertible,MINICOMPACT,1.5,3.0,AS6,premium gasoline,8.8,6.8,7.9,36.0,184.0
MINI,Cooper Convertible,MINICOMPACT,1.5,3.0,M6,premium gasoline,8.4,6.3,7.5,38.0,175.0
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3.0,AS8,premium gasoline,10.3,7.9,9.2,31.0,215.0
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3.0,M6,premium gasoline,10.5,7.4,9.1,31.0,214.0
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4.0,AS6,premium gasoline,9.3,7.3,8.4,34.0,197.0
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4.0,M6,premium gasoline,10.2,7.4,9.0,31.0,210.0
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4.0,AS6,premium gasoline,9.3,7.3,8.4,34.0,197.0
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4.0,M6,premium gasoline,10.2,7.4,9.0,31.0,210.0
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4.0,AS8,premium gasoline,10.4,7.6,9.2,31.0,214.0
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4.0,M6,premium gasoline,11.4,7.7,9.7,29.0,227.0
MINI,Cooper S Convertible,MINICOMPACT,2.0,4.0,AS6,premium gasoline,9.4,7.2,8.4,34.0,197.0
MINI,Cooper S Convertible,MINICOMPACT,2.0,4.0,M6,premium gasoline,10.2,7.4,9.0,31.0,210.0
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4.0,AS8,premium gasoline,10.5,7.6,9.2,31.0,215.0
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4.0,M6,premium gasoline,11.3,7.8,9.7,29.0,228.0
MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4.0,AS6,premium gasoline,9.3,7.3,8.4,34.0,197.0
MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4.0,M6,premium gasoline,10.2,7.4,9.0,31.0,210.0
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4.0,AS8,premium gasoline,10.4,7.6,9.2,31.0,214.0
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4.0,M6,premium gasoline,11.4,7.7,9.7,29.0,227.0
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4.0,AS6,premium gasoline,9.4,7.2,8.4,34.0,197.0
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4.0,M6,premium gasoline,10.8,7.7,9.4,30.0,220.0
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4.0,AS8,premium gasoline,10.6,7.8,9.3,30.0,220.0
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4.0,M6,premium gasoline,11.3,7.8,9.7,29.0,228.0
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4.0,AV8,regular gasoline,9.6,8.9,9.3,30.0,216.0
MITSUBISHI,Mirage,COMPACT,1.2,3.0,AV,regular gasoline,6.6,5.6,6.2,46.0,143.0
MITSUBISHI,Mirage,COMPACT,1.2,3.0,M5,regular gasoline,7.1,5.8,6.5,43.0,151.0
MITSUBISHI,Mirage G4,COMPACT,1.2,3.0,AV,regular gasoline,6.9,5.7,6.4,44.0,148.0
MITSUBISHI,Mirage G4,COMPACT,1.2,3.0,M5,regular gasoline,7.2,5.9,6.6,43.0,153.0
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4.0,AV6,regular gasoline,9.9,8.1,9.1,31.0,212.0
MITSUBISHI,Outlander 4WD,SUV - SMALL,3.0,6.0,AS6,premium gasoline,12.0,8.8,10.6,27.0,246.0
MITSUBISHI,RVR,SUV - SMALL,2.0,4.0,AV6,regular gasoline,9.7,7.8,8.8,32.0,206.0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4.0,AV6,regular gasoline,10.3,8.3,9.4,30.0,218.0
NISSAN,370Z,TWO-SEATER,3.7,6.0,M6,premium gasoline,13.3,9.3,11.5,25.0,270.0
NISSAN,370Z Roadster,TWO-SEATER,3.7,6.0,AS7,premium gasoline,13.0,9.7,11.5,25.0,271.0
NISSAN,370Z Roadster,TWO-SEATER,3.7,6.0,M6,premium gasoline,13.6,9.7,11.8,24.0,279.0
NISSAN,Altima,MID-SIZE,2.5,4.0,AV,regular gasoline,8.6,6.1,7.4,38.0,174.0
NISSAN,Altima SR/Platinum,MID-SIZE,2.0,4.0,AV,regular gasoline,9.1,6.9,8.1,35.0,190.0
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4.0,AV,regular gasoline,8.5,6.3,7.5,38.0,177.0
NISSAN,Altima AWD,MID-SIZE,2.5,4.0,AV,regular gasoline,9.1,6.5,7.9,36.0,186.0
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4.0,AV,regular gasoline,9.3,6.7,8.1,35.0,190.0
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8.0,AS7,regular gasoline,17.7,12.9,15.5,18.0,364.0
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4.0,A5,regular gasoline,13.7,10.7,12.3,23.0,290.0
NISSAN,Frontier,PICKUP TRUCK - SMALL,4.0,6.0,A5,regular gasoline,14.7,10.3,12.7,22.0,299.0
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6.0,A5,regular gasoline,15.8,11.5,13.9,20.0,326.0
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6.0,M6,regular gasoline,15.1,11.5,13.5,21.0,317.0
NISSAN,GT-R,SUBCOMPACT,3.8,6.0,AM6,premium gasoline,14.2,10.7,12.6,22.0,295.0
NISSAN,Kicks,MID-SIZE,1.6,4.0,AV,regular gasoline,7.7,6.6,7.2,39.0,169.0
NISSAN,Maxima,MID-SIZE,3.5,6.0,AV7,premium gasoline,11.6,7.9,9.9,29.0,233.0
NISSAN,Micra,COMPACT,1.6,4.0,A4,regular gasoline,9.0,6.8,8.0,35.0,188.0
NISSAN,Micra,COMPACT,1.6,4.0,M5,regular gasoline,8.7,6.8,7.9,36.0,186.0
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6.0,AV7,regular gasoline,11.7,8.3,10.2,28.0,240.0
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6.0,AV7,regular gasoline,11.7,8.5,10.3,27.0,242.0
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,regular gasoline,9.8,8.8,9.3,30.0,218.0
NISSAN,Pathfinder,SUV - SMALL,3.5,6.0,AV,regular gasoline,11.6,8.5,10.2,28.0,240.0
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6.0,AV,regular gasoline,12.1,8.9,10.7,26.0,250.0
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6.0,AV,regular gasoline,12.4,9.2,11.0,26.0,259.0
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4.0,AV7,regular gasoline,8.6,7.2,8.0,35.0,188.0
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4.0,M6,regular gasoline,10.1,8.1,9.2,31.0,217.0
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2.0,4.0,AV7,regular gasoline,9.1,7.6,8.4,34.0,198.0
NISSAN,Rogue,SUV - SMALL,2.5,4.0,AV,regular gasoline,9.1,7.1,8.2,34.0,192.0
NISSAN,Rogue AWD,SUV - SMALL,2.5,4.0,AV,regular gasoline,9.6,7.5,8.7,32.0,204.0
NISSAN,Sentra,MID-SIZE,1.8,4.0,AV,regular gasoline,8.1,6.3,7.3,39.0,172.0
NISSAN,Sentra,MID-SIZE,1.8,4.0,M6,regular gasoline,8.8,6.6,7.8,36.0,183.0
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4.0,AV7,premium gasoline,8.9,7.3,8.2,34.0,193.0
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4.0,M6,premium gasoline,9.1,7.3,8.3,34.0,195.0
NISSAN,Sentra Nismo,MID-SIZE,1.6,4.0,AV7,premium gasoline,9.4,7.8,8.7,32.0,205.0
NISSAN,Sentra Nismo,MID-SIZE,1.6,4.0,M6,premium gasoline,9.5,7.6,8.7,32.0,204.0
NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,regular gasoline,15.0,11.2,13.3,21.0,312.0
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,regular gasoline,15.2,11.1,13.4,21.0,315.0
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,regular gasoline,15.9,11.9,14.1,20.0,331.0
